Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	negative regulation of cellular response to growth factor stimulus (GO:0090288)	1/55	5.361112e-02	7.966978e-02	0	0	1.942105e+01	5.682598e+01	SMAD7
GO_Biological_Process_2018	Notch signaling pathway (GO:0007219)	1/55	5.361112e-02	7.966978e-02	0	0	1.942105e+01	5.682598e+01	RBPJ
GO_Biological_Process_2018	chordate embryonic development (GO:0043009)	1/56	5.456012e-02	8.082980e-02	0	0	1.906699e+01	5.545541e+01	TGFBR1
GO_Biological_Process_2018	phosphorylation (GO:0016310)	2/386	5.616010e-02	8.294414e-02	0	0	5.670139e+00	1.632744e+01	NEK6;TGFBR1
GO_Biological_Process_2018	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	1/58	5.645540e-02	8.312451e-02	0	0	1.839612e+01	5.287605e+01	RREB1
GO_Biological_Process_2018	renal system development (GO:0072001)	1/59	5.740169e-02	8.374714e-02	0	0	1.807804e+01	5.166128e+01	TGFBR1
GO_Biological_Process_2018	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	1/59	5.740169e-02	8.374714e-02	0	0	1.807804e+01	5.166128e+01	TGFBR1
GO_Biological_Process_2018	cell junction assembly (GO:0034329)	1/59	5.740169e-02	8.374714e-02	0	0	1.807804e+01	5.166128e+01	SMAD7
GO_Biological_Process_2018	regulation of stress fiber assembly (GO:0051492)	1/60	5.834707e-02	8.486847e-02	0	0	1.777074e+01	5.049282e+01	TGFBR1
GO_Biological_Process_2018	positive regulation of cellular amide metabolic process (GO:0034250)	1/61	5.929156e-02	8.598171e-02	0	0	1.747368e+01	4.936820e+01	BCL3
GO_Biological_Process_2018	kidney development (GO:0001822)	1/63	6.117783e-02	8.844987e-02	0	0	1.690832e+01	4.724134e+01	TGFBR1
GO_Biological_Process_2018	glycerophospholipid metabolic process (GO:0006650)	1/64	6.211961e-02	8.927369e-02	0	0	1.663910e+01	4.623495e+01	PLCB1
GO_Biological_Process_2018	positive regulation of cell adhesion (GO:0045785)	1/64	6.211961e-02	8.927369e-02	0	0	1.663910e+01	4.623495e+01	SMAD7
GO_Biological_Process_2018	regulation of JAK-STAT cascade (GO:0046425)	1/65	6.306050e-02	8.955337e-02	0	0	1.637829e+01	4.526403e+01	BCL3
GO_Biological_Process_2018	negative regulation of apoptotic signaling pathway (GO:2001234)	1/65	6.306050e-02	8.955337e-02	0	0	1.637829e+01	4.526403e+01	TGFBR1
GO_Biological_Process_2018	positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	1/65	6.306050e-02	8.955337e-02	0	0	1.637829e+01	4.526403e+01	SMAD7
GO_Biological_Process_2018	regulation of myeloid cell differentiation (GO:0045637)	1/65	6.306050e-02	8.955337e-02	0	0	1.637829e+01	4.526403e+01	RUNX1
GO_Biological_Process_2018	positive regulation of endothelial cell proliferation (GO:0001938)	1/67	6.493959e-02	9.167942e-02	0	0	1.588038e+01	4.342170e+01	TGFBR1
GO_Biological_Process_2018	extrinsic apoptotic signaling pathway (GO:0097191)	1/67	6.493959e-02	9.167942e-02	0	0	1.588038e+01	4.342170e+01	SMAD3
GO_Biological_Process_2018	peptidyl-threonine phosphorylation (GO:0018107)	1/68	6.587779e-02	9.273120e-02	0	0	1.564258e+01	4.254709e+01	TGFBR1
GO_Biological_Process_2018	positive regulation of cell proliferation (GO:0008284)	2/424	6.627443e-02	9.301674e-02	0	0	5.149552e+00	1.397563e+01	RBPJ;TGFBR1
GO_Biological_Process_2018	regulation of Notch signaling pathway (GO:0008593)	1/70	6.775151e-02	9.453699e-02	0	0	1.518764e+01	4.088375e+01	RBPJ
GO_Biological_Process_2018	positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	1/70	6.775151e-02	9.453699e-02	0	0	1.518764e+01	4.088375e+01	SMAD7
GO_Biological_Process_2018	cell-cell junction organization (GO:0045216)	1/72	6.962166e-02	9.630662e-02	0	0	1.475834e+01	3.932625e+01	SMAD3
GO_Biological_Process_2018	negative regulation of cell cycle (GO:0045786)	1/72	6.962166e-02	9.630662e-02	0	0	1.475834e+01	3.932625e+01	SMAD3
GO_Biological_Process_2018	regulation of fat cell differentiation (GO:0045598)	1/72	6.962166e-02	9.630662e-02	0	0	1.475834e+01	3.932625e+01	SMAD3
GO_Biological_Process_2018	positive regulation of inflammatory response (GO:0050729)	1/73	7.055540e-02	9.703895e-02	0	0	1.455263e+01	3.858422e+01	NFKBIA
GO_Biological_Process_2018	positive regulation of proteasomal protein catabolic process (GO:1901800)	1/73	7.055540e-02	9.703895e-02	0	0	1.455263e+01	3.858422e+01	SMAD7
GO_Biological_Process_2018	positive regulation of epithelial cell migration (GO:0010634)	1/74	7.148825e-02	9.748397e-02	0	0	1.435256e+01	3.786524e+01	RREB1
GO_Biological_Process_2018	positive regulation of defense response (GO:0031349)	1/74	7.148825e-02	9.748397e-02	0	0	1.435256e+01	3.786524e+01	NFKBIA
GO_Biological_Process_2018	regulation of G-protein coupled receptor protein signaling pathway (GO:0008277)	1/74	7.148825e-02	9.748397e-02	0	0	1.435256e+01	3.786524e+01	PLCB1
GO_Biological_Process_2018	cAMP-mediated signaling (GO:0019933)	1/75	7.242021e-02	9.780170e-02	0	0	1.415789e+01	3.716830e+01	AHR
GO_Biological_Process_2018	gland development (GO:0048732)	1/75	7.242021e-02	9.780170e-02	0	0	1.415789e+01	3.716830e+01	TGFBR1
GO_Biological_Process_2018	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	1/76	7.335128e-02	9.780170e-02	0	0	1.396842e+01	3.649244e+01	TGFBR1
GO_Biological_Process_2018	regulation of hematopoietic stem cell differentiation (GO:1902036)	1/76	7.335128e-02	9.780170e-02	0	0	1.396842e+01	3.649244e+01	RUNX1
GO_Biological_Process_2018	hemopoiesis (GO:0030097)	1/76	7.335128e-02	9.780170e-02	0	0	1.396842e+01	3.649244e+01	RUNX1
GO_Biological_Process_2018	nucleic acid-templated transcription (GO:0097659)	1/76	7.335128e-02	9.780170e-02	0	0	1.396842e+01	3.649244e+01	BCL3
GO_Biological_Process_2018	positive regulation of JNK cascade (GO:0046330)	1/76	7.335128e-02	9.780170e-02	0	0	1.396842e+01	3.649244e+01	PLCB1
GO_Biological_Process_2018	positive regulation of apoptotic signaling pathway (GO:2001235)	1/76	7.335128e-02	9.780170e-02	0	0	1.396842e+01	3.649244e+01	TGFBR1
GO_Biological_Process_2018	regulation of hematopoietic progenitor cell differentiation (GO:1901532)	1/77	7.428146e-02	9.876759e-02	0	0	1.378393e+01	3.583677e+01	RUNX1
GO_Biological_Process_2018	regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	1/78	7.521075e-02	9.921266e-02	0	0	1.360424e+01	3.520044e+01	RBPJ
GO_Biological_Process_2018	positive regulation of translation (GO:0045727)	1/78	7.521075e-02	9.921266e-02	0	0	1.360424e+01	3.520044e+01	BCL3
GO_Biological_Process_2018	cellular response to cytokine stimulus (GO:0071345)	2/456	7.523627e-02	9.921266e-02	0	0	4.778757e+00	1.236323e+01	SMAD3;IL4R
GO_Biological_Process_2018	nucleosome organization (GO:0034728)	1/79	7.613916e-02	9.958255e-02	0	0	1.342915e+01	3.458265e+01	SMARCE1
GO_Biological_Process_2018	regulation of endothelial cell proliferation (GO:0001936)	1/79	7.613916e-02	9.958255e-02	0	0	1.342915e+01	3.458265e+01	TGFBR1
GO_Biological_Process_2018	activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	1/79	7.613916e-02	9.958255e-02	0	0	1.342915e+01	3.458265e+01	SMAD3
GO_Biological_Process_2018	positive regulation of stress-activated MAPK cascade (GO:0032874)	1/80	7.706668e-02	1.002493e-01	0	0	1.325849e+01	3.398264e+01	PLCB1
GO_Biological_Process_2018	spindle assembly (GO:0051225)	1/80	7.706668e-02	1.002493e-01	0	0	1.325849e+01	3.398264e+01	NEK6
GO_Biological_Process_2018	BMP signaling pathway (GO:0030509)	1/81	7.799332e-02	1.009078e-01	0	0	1.309211e+01	3.339969e+01	SMAD7
GO_Biological_Process_2018	negative regulation of cell death (GO:0060548)	1/81	7.799332e-02	1.009078e-01	0	0	1.309211e+01	3.339969e+01	MECOM
GO_Biological_Process_2018	DNA damage response, signal transduction by p53 class mediator (GO:0030330)	1/82	7.891908e-02	1.012865e-01	0	0	1.292982e+01	3.283312e+01	BCL3
GO_Biological_Process_2018	negative regulation of binding (GO:0051100)	1/82	7.891908e-02	1.012865e-01	0	0	1.292982e+01	3.283312e+01	NFKBIA
GO_Biological_Process_2018	negative regulation of NF-kappaB transcription factor activity (GO:0032088)	1/82	7.891908e-02	1.012865e-01	0	0	1.292982e+01	3.283312e+01	NFKBIA
GO_Biological_Process_2018	positive regulation of protein ubiquitination (GO:0031398)	1/83	7.984395e-02	1.022003e-01	0	0	1.277150e+01	3.228229e+01	SMAD7
GO_Biological_Process_2018	positive regulation of intracellular signal transduction (GO:1902533)	2/479	8.190990e-02	1.045658e-01	0	0	4.542977e+00	1.136714e+01	NEK6;TGFBR1
GO_Biological_Process_2018	regulation of peptidyl-serine phosphorylation (GO:0033135)	1/86	8.261327e-02	1.051840e-01	0	0	1.231889e+01	3.071819e+01	SMAD7
GO_Biological_Process_2018	cellular response to BMP stimulus (GO:0071773)	1/87	8.353462e-02	1.057025e-01	0	0	1.217503e+01	3.022444e+01	SMAD7
GO_Biological_Process_2018	positive regulation of cellular component biogenesis (GO:0044089)	1/87	8.353462e-02	1.057025e-01	0	0	1.217503e+01	3.022444e+01	SMAD3
GO_Biological_Process_2018	negative regulation of apoptotic process (GO:0043066)	2/485	8.368117e-02	1.057025e-01	0	0	4.485162e+00	1.112653e+01	NFKBIA;BCL3
GO_Biological_Process_2018	regulation of stem cell differentiation (GO:2000736)	1/88	8.445508e-02	1.061216e-01	0	0	1.203448e+01	2.974365e+01	RUNX1
GO_Biological_Process_2018	regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	1/88	8.445508e-02	1.061216e-01	0	0	1.203448e+01	2.974365e+01	SMAD7
GO_Biological_Process_2018	peptidyl-threonine modification (GO:0018210)	1/89	8.537467e-02	1.069970e-01	0	0	1.189713e+01	2.927533e+01	TGFBR1
GO_Biological_Process_2018	positive regulation of response to external stimulus (GO:0032103)	1/90	8.629339e-02	1.075866e-01	0	0	1.176286e+01	2.881904e+01	NFKBIA
GO_Biological_Process_2018	regulation of cytokine-mediated signaling pathway (GO:0001959)	1/90	8.629339e-02	1.075866e-01	0	0	1.176286e+01	2.881904e+01	RUNX1
GO_Biological_Process_2018	positive regulation of cellular metabolic process (GO:0031325)	1/92	8.812818e-02	1.095894e-01	0	0	1.150318e+01	2.794080e+01	NFKBIA
GO_Biological_Process_2018	regulation of heart contraction (GO:0008016)	1/95	9.087381e-02	1.124212e-01	0	0	1.113438e+01	2.670340e+01	SMAD7
GO_Biological_Process_2018	regulation of B cell activation (GO:0050864)	1/95	9.087381e-02	1.124212e-01	0	0	1.113438e+01	2.670340e+01	AHR
GO_Biological_Process_2018	protein localization to nucleus (GO:0034504)	1/96	9.178727e-02	1.129690e-01	0	0	1.101662e+01	2.631079e+01	BCL3
GO_Biological_Process_2018	positive regulation of protein metabolic process (GO:0051247)	1/96	9.178727e-02	1.129690e-01	0	0	1.101662e+01	2.631079e+01	NFKBIA
GO_Biological_Process_2018	cellular response to organonitrogen compound (GO:0071417)	1/97	9.269987e-02	1.132212e-01	0	0	1.090132e+01	2.592756e+01	AHR
GO_Biological_Process_2018	negative regulation of cell motility (GO:2000146)	1/97	9.269987e-02	1.132212e-01	0	0	1.090132e+01	2.592756e+01	SMAD7
GO_Biological_Process_2018	mitochondrial respiratory chain complex assembly (GO:0033108)	1/97	9.269987e-02	1.132212e-01	0	0	1.090132e+01	2.592756e+01	SMIM20
GO_Biological_Process_2018	positive regulation of cell growth (GO:0030307)	1/98	9.361159e-02	1.134686e-01	0	0	1.078839e+01	2.555339e+01	TGFBR1
GO_Biological_Process_2018	response to UV (GO:0009411)	1/98	9.361159e-02	1.134686e-01	0	0	1.078839e+01	2.555339e+01	BCL3
GO_Biological_Process_2018	histone modification (GO:0016570)	1/98	9.361159e-02	1.134686e-01	0	0	1.078839e+01	2.555339e+01	TBL1XR1
GO_Biological_Process_2018	small GTPase mediated signal transduction (GO:0007264)	1/99	9.452244e-02	1.142841e-01	0	0	1.067777e+01	2.518797e+01	RREB1
GO_Biological_Process_2018	positive regulation of angiogenesis (GO:0045766)	1/103	9.815715e-02	1.180838e-01	0	0	1.025697e+01	2.380832e+01	RUNX1
GO_Biological_Process_2018	protein import into nucleus (GO:0006606)	1/103	9.815715e-02	1.180838e-01	0	0	1.025697e+01	2.380832e+01	BCL3
GO_Biological_Process_2018	regulation of cellular response to stress (GO:0080135)	1/104	9.906366e-02	1.185799e-01	0	0	1.015687e+01	2.348261e+01	NEK6
GO_Biological_Process_2018	positive regulation of vasculature development (GO:1904018)	1/104	9.906366e-02	1.185799e-01	0	0	1.015687e+01	2.348261e+01	RUNX1
GO_Biological_Process_2018	positive regulation of cellular component organization (GO:0051130)	1/106	1.008741e-01	1.204467e-01	0	0	9.962406e+00	2.285259e+01	TGFBR1
GO_Biological_Process_2018	circulatory system development (GO:0072359)	1/109	1.035832e-01	1.227653e-01	0	0	9.684211e+00	2.195778e+01	TGFBR1
GO_Biological_Process_2018	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	1/109	1.035832e-01	1.227653e-01	0	0	9.684211e+00	2.195778e+01	SMAD3
GO_Biological_Process_2018	regulation of Wnt signaling pathway (GO:0030111)	1/109	1.035832e-01	1.227653e-01	0	0	9.684211e+00	2.195778e+01	RUNX1
GO_Biological_Process_2018	phosphatidylinositol metabolic process (GO:0046488)	1/112	1.062846e-01	1.256567e-01	0	0	9.421053e+00	2.111856e+01	PLCB1
GO_Biological_Process_2018	positive regulation of canonical Wnt signaling pathway (GO:0090263)	1/113	1.071834e-01	1.264079e-01	0	0	9.336466e+00	2.085033e+01	TBL1XR1
GO_Biological_Process_2018	negative regulation of cell growth (GO:0030308)	1/115	1.089783e-01	1.282098e-01	0	0	9.171745e+00	2.033015e+01	SMAD3
GO_Biological_Process_2018	chromatin remodeling (GO:0006338)	1/116	1.098745e-01	1.289480e-01	0	0	9.091533e+00	2.007789e+01	SMARCE1
GO_Biological_Process_2018	negative regulation of growth (GO:0045926)	1/120	1.134506e-01	1.328202e-01	0	0	8.784166e+00	1.911775e+01	SMAD3
GO_Biological_Process_2018	negative regulation of cell migration (GO:0030336)	1/121	1.143425e-01	1.332146e-01	0	0	8.710526e+00	1.888927e+01	SMAD7
GO_Biological_Process_2018	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	1/121	1.143425e-01	1.332146e-01	0	0	8.710526e+00	1.888927e+01	NFKBIA
GO_Biological_Process_2018	tumor necrosis factor-mediated signaling pathway (GO:0033209)	1/123	1.161238e-01	1.349622e-01	0	0	8.566868e+00	1.844531e+01	NFKBIA
GO_Biological_Process_2018	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	1/124	1.170131e-01	1.356674e-01	0	0	8.496791e+00	1.822960e+01	NFKBIA
GO_Biological_Process_2018	G2/M transition of mitotic cell cycle (GO:0000086)	1/126	1.187892e-01	1.370990e-01	0	0	8.360000e+00	1.781018e+01	PLCB1
GO_Biological_Process_2018	negative regulation of response to stimulus (GO:0048585)	1/127	1.196760e-01	1.370990e-01	0	0	8.293233e+00	1.760626e+01	NCOR2
GO_Biological_Process_2018	non-canonical Wnt signaling pathway (GO:0035567)	1/127	1.196760e-01	1.370990e-01	0	0	8.293233e+00	1.760626e+01	PLCB1
GO_Biological_Process_2018	cell cycle G2/M phase transition (GO:0044839)	1/127	1.196760e-01	1.370990e-01	0	0	8.293233e+00	1.760626e+01	PLCB1
GO_Biological_Process_2018	positive regulation of protein kinase B signaling (GO:0051897)	1/127	1.196760e-01	1.370990e-01	0	0	8.293233e+00	1.760626e+01	TGFBR1
GO_Biological_Process_2018	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	1/128	1.205620e-01	1.377851e-01	0	0	8.227518e+00	1.740606e+01	NFKBIA
GO_Biological_Process_2018	regulation of macromolecule metabolic process (GO:0060255)	1/129	1.214471e-01	1.384670e-01	0	0	8.162829e+00	1.720950e+01	AHR
GO_Biological_Process_2018	generation of neurons (GO:0048699)	1/130	1.223313e-01	1.391447e-01	0	0	8.099143e+00	1.701648e+01	RUNX1
GO_Biological_Process_2018	cellular response to organic substance (GO:0071310)	1/133	1.249790e-01	1.418202e-01	0	0	7.913876e+00	1.645777e+01	SMAD3
GO_Biological_Process_2018	cellular response to organic cyclic compound (GO:0071407)	1/135	1.267399e-01	1.434792e-01	0	0	7.794973e+00	1.610144e+01	AHR
GO_Biological_Process_2018	regulation of cytosolic calcium ion concentration (GO:0051480)	1/137	1.284975e-01	1.451266e-01	0	0	7.679567e+00	1.575729e+01	SMAD3
GO_Biological_Process_2018	response to cytokine (GO:0034097)	1/138	1.293750e-01	1.457747e-01	0	0	7.623127e+00	1.558960e+01	SMAD3
GO_Biological_Process_2018	positive regulation of Wnt signaling pathway (GO:0030177)	1/140	1.311275e-01	1.474033e-01	0	0	7.512685e+00	1.526266e+01	TBL1XR1
GO_Biological_Process_2018	positive regulation of macromolecule biosynthetic process (GO:0010557)	1/142	1.328767e-01	1.490206e-01	0	0	7.405375e+00	1.494652e+01	BCL3
GO_Biological_Process_2018	cellular protein complex assembly (GO:0043623)	1/144	1.346225e-01	1.502763e-01	0	0	7.301067e+00	1.464069e+01	SMAD3
GO_Biological_Process_2018	neuron development (GO:0048666)	1/144	1.346225e-01	1.502763e-01	0	0	7.301067e+00	1.464069e+01	RUNX1
GO_Biological_Process_2018	skeletal system development (GO:0001501)	1/146	1.363649e-01	1.518682e-01	0	0	7.199637e+00	1.434470e+01	TGFBR1
GO_Biological_Process_2018	heart development (GO:0007507)	1/149	1.389724e-01	1.544138e-01	0	0	7.052632e+00	1.391823e+01	TGFBR1
GO_Biological_Process_2018	protein stabilization (GO:0050821)	1/152	1.415724e-01	1.569394e-01	0	0	6.911467e+00	1.351153e+01	SMAD7
GO_Biological_Process_2018	transcription initiation from RNA polymerase II promoter (GO:0006367)	1/160	1.484692e-01	1.642056e-01	0	0	6.561072e+00	1.251444e+01	RBPJ
GO_Biological_Process_2018	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	1/163	1.510420e-01	1.659042e-01	0	0	6.438596e+00	1.217022e+01	NEK6
GO_Biological_Process_2018	T cell receptor signaling pathway (GO:0050852)	1/163	1.510420e-01	1.659042e-01	0	0	6.438596e+00	1.217022e+01	NFKBIA
GO_Biological_Process_2018	regulation of protein kinase B signaling (GO:0051896)	1/163	1.510420e-01	1.659042e-01	0	0	6.438596e+00	1.217022e+01	TGFBR1
GO_Biological_Process_2018	regulation of inflammatory response (GO:0050727)	1/166	1.536073e-01	1.683368e-01	0	0	6.320574e+00	1.184068e+01	NFKBIA
GO_Biological_Process_2018	protein autophosphorylation (GO:0046777)	1/175	1.612592e-01	1.763199e-01	0	0	5.990926e+00	1.093189e+01	NEK6
GO_Biological_Process_2018	positive regulation of MAP kinase activity (GO:0043406)	1/177	1.629507e-01	1.773613e-01	0	0	5.922249e+00	1.074478e+01	TGFBR1
GO_Biological_Process_2018	regulation of angiogenesis (GO:0045765)	1/177	1.629507e-01	1.773613e-01	0	0	5.922249e+00	1.074478e+01	RUNX1
GO_Biological_Process_2018	cellular response to lipid (GO:0071396)	1/178	1.637952e-01	1.774756e-01	0	0	5.888492e+00	1.065310e+01	AHR
GO_Biological_Process_2018	negative regulation of protein phosphorylation (GO:0001933)	1/178	1.637952e-01	1.774756e-01	0	0	5.888492e+00	1.065310e+01	SMAD7
GO_Biological_Process_2018	positive regulation of cell motility (GO:2000147)	1/179	1.646389e-01	1.779880e-01	0	0	5.855115e+00	1.056263e+01	TGFBR1
GO_Biological_Process_2018	ER to Golgi vesicle-mediated transport (GO:0006888)	1/180	1.654818e-01	1.784972e-01	0	0	5.822111e+00	1.047336e+01	COG6
GO_Biological_Process_2018	Fc-epsilon receptor signaling pathway (GO:0038095)	1/182	1.671652e-01	1.799087e-01	0	0	5.757197e+00	1.029832e+01	NFKBIA
GO_Biological_Process_2018	phosphate-containing compound metabolic process (GO:0006796)	1/183	1.680057e-01	1.800061e-01	0	0	5.725275e+00	1.021250e+01	PLCB1
GO_Biological_Process_2018	Fc receptor signaling pathway (GO:0038093)	1/183	1.680057e-01	1.800061e-01	0	0	5.725275e+00	1.021250e+01	NFKBIA
GO_Biological_Process_2018	regulation of mitotic cell cycle phase transition (GO:1901990)	1/184	1.688454e-01	1.805028e-01	0	0	5.693701e+00	1.012780e+01	NEK6
GO_Biological_Process_2018	DNA-templated transcription, initiation (GO:0006352)	1/186	1.705223e-01	1.818905e-01	0	0	5.631579e+00	9.961639e+00	RBPJ
GO_Biological_Process_2018	cellular response to tumor necrosis factor (GO:0071356)	1/194	1.771980e-01	1.885921e-01	0	0	5.395964e+00	9.337649e+00	NFKBIA
GO_Biological_Process_2018	regulation of canonical Wnt signaling pathway (GO:0060828)	1/213	1.928487e-01	2.043430e-01	0	0	4.907646e+00	8.077246e+00	TBL1XR1
GO_Biological_Process_2018	regulation of translation (GO:0006417)	1/213	1.928487e-01	2.043430e-01	0	0	4.907646e+00	8.077246e+00	BCL3
GO_Biological_Process_2018	positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	1/215	1.944796e-01	2.056172e-01	0	0	4.861289e+00	7.960010e+00	NFKBIA
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	2/815	1.951002e-01	2.058200e-01	0	0	2.619516e+00	4.280923e+00	NFKBIA;BCL3
GO_Biological_Process_2018	mitotic cell cycle phase transition (GO:0044772)	1/221	1.993535e-01	2.098458e-01	0	0	4.727273e+00	7.623557e+00	PLCB1
GO_Biological_Process_2018	Ras protein signal transduction (GO:0007265)	1/223	2.009719e-01	2.110865e-01	0	0	4.684211e+00	7.516238e+00	RREB1
GO_Biological_Process_2018	ncRNA processing (GO:0034470)	1/227	2.041994e-01	2.140081e-01	0	0	4.600373e+00	7.308420e+00	SMAD3
GO_Biological_Process_2018	extracellular matrix organization (GO:0030198)	1/229	2.058085e-01	2.152246e-01	0	0	4.559557e+00	7.207789e+00	TGFBR1
GO_Biological_Process_2018	activation of protein kinase activity (GO:0032147)	1/233	2.090174e-01	2.181052e-01	0	0	4.480036e+00	7.012769e+00	TGFBR1
GO_Biological_Process_2018	proteasomal protein catabolic process (GO:0010498)	1/237	2.122141e-01	2.209604e-01	0	0	4.403211e+00	6.825681e+00	TBL1XR1
GO_Biological_Process_2018	antigen receptor-mediated signaling pathway (GO:0050851)	1/257	2.280139e-01	2.368975e-01	0	0	4.055099e+00	5.994851e+00	NFKBIA
GO_Biological_Process_2018	Golgi vesicle transport (GO:0048193)	1/271	2.388941e-01	2.476656e-01	0	0	3.842105e+00	5.500876e+00	COG6
GO_Biological_Process_2018	cellular response to oxygen-containing compound (GO:1901701)	1/274	2.412065e-01	2.495240e-01	0	0	3.799306e+00	5.402999e+00	AHR
GO_Biological_Process_2018	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	1/291	2.541849e-01	2.623844e-01	0	0	3.573503e+00	4.894603e+00	TBL1XR1
GO_Biological_Process_2018	cellular protein modification process (GO:0006464)	2/1001	2.645279e-01	2.724751e-01	0	0	2.111111e+00	2.807374e+00	NEK6;TGFBR1
GO_Biological_Process_2018	positive regulation of apoptotic process (GO:0043065)	1/307	2.662069e-01	2.736174e-01	0	0	3.383901e+00	4.478530e+00	TGFBR1
GO_Biological_Process_2018	DNA metabolic process (GO:0006259)	1/314	2.714084e-01	2.783676e-01	0	0	3.307046e+00	4.312819e+00	RBPJ
GO_Biological_Process_2018	cellular protein localization (GO:0034613)	1/327	2.809756e-01	2.875657e-01	0	0	3.173071e+00	4.028173e+00	SMAD7
GO_Biological_Process_2018	cellular response to DNA damage stimulus (GO:0006974)	1/329	2.824369e-01	2.884462e-01	0	0	3.153402e+00	3.986846e+00	BCL3
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process (GO:0006511)	1/341	2.911453e-01	2.967086e-01	0	0	3.040248e+00	3.751462e+00	TBL1XR1
GO_Biological_Process_2018	intracellular protein transport (GO:0006886)	1/347	2.954617e-01	3.004696e-01	0	0	2.986614e+00	3.641327e+00	BCL3
GO_Biological_Process_2018	cellular macromolecule biosynthetic process (GO:0034645)	1/367	3.096703e-01	3.142531e-01	0	0	2.820535e+00	3.306364e+00	BCL3
GO_Biological_Process_2018	organelle assembly (GO:0070925)	1/376	3.159749e-01	3.199746e-01	0	0	2.751579e+00	3.170073e+00	NEK6
GO_Biological_Process_2018	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/396	3.297900e-01	3.332615e-01	0	0	2.609594e+00	2.894820e+00	PLCB1
GO_Biological_Process_2018	gene expression (GO:0010467)	1/411	3.399769e-01	3.427932e-01	0	0	2.512195e+00	2.710351e+00	BCL3
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	1/412	3.406508e-01	3.427932e-01	0	0	2.505955e+00	2.698656e+00	TGFBR1
GO_Biological_Process_2018	positive regulation of cellular process (GO:0048522)	1/519	4.090980e-01	4.108097e-01	0	0	1.977444e+00	1.767440e+00	TGFBR1
GO_Biological_Process_2018	negative regulation of cellular process (GO:0048523)	1/534	4.181358e-01	4.190087e-01	0	0	1.920312e+00	1.674414e+00	SMAD3
GO_Biological_Process_2018	regulation of cell proliferation (GO:0042127)	1/740	5.297078e-01	5.297078e-01	0	0	1.370344e+00	8.707573e-01	TGFBR1
